case,PINN_inference_ms,PYPOWER_inference_ms,speedup,train_time_s
IEEE39,0.0016360282897949219,12.575939893722534,7686.871903235208,2.0439133644104004
IEEE118,0.026212215423583984,29.414238929748535,1122.1576831420202,14.913006782531738
