case_id,hour_idx,month,load_pu,wind_pu,solar_pu,wind_ramp_MWperGW_per_h,violation_count,violation_rate_per
C1,2774,4,1.22754365566304,0.0,0.6187165806773147,-8.359263159777866,10,0.03607456140350877
C2,1679,3,0.8455379906851701,0.0,0.0,-118.14781627515735,10,0.03585526315789474
C3,4599,7,1.4148963196490485,0.00010156174473463494,0.47329700454124046,0.10148568193182983,7,0.024780701754385966
C4,8176,12,1.3605790444951054,0.01280751435233014,0.10521745628401603,-239.22658034640185,6,0.021710526315789472
C5,3942,6,0.9884913056763796,0.03585450445336771,0.1822439182692632,35.85450445336771,10,0.03355263157894737
C6,1022,2,1.384198691736458,0.0,0.42458844690146824,-1000.0,6,0.02149122807017544
