fleet_size,P-only,Q+P,Q-only
0,0.0,0.0,0.0
10000,0.7165200000000027,0.7165200000000027,0.7165200000000027
25000,0.7165200000000027,0.7165200000000027,0.7165200000000027
50000,0.7165200000000027,82.96452,39.116519999999994
75000,44.56452,102.60372000000001,39.116519999999994
100000,64.20372,102.60372000000001,82.96452
